Trait_ID_6th,Category,Trait_name,Trait_description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_387,Law and Judicial Process,"Death penalty [Note, similar to CARNEIRO4_210]","Death penalty decreed by custom or after judicial procedure for certain crimes, and exacted openly by someone acting with the explicit approval of the society",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_388,Law and Judicial Process,Commutation of certain sentences upon payment,Commutation of sentences for certain crimes may be granted upon payment of a fixed amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_389,Law and Judicial Process,"Political leader sometimes pardons convicted offenders [Note, similar to CARNEIRO4_201]",Political leader sometimes pardons convicted offenders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_390,Law and Judicial Process,General amnesties granted on special occasions,General amnesties granted on special occasions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_391,Law and Judicial Process,"Violation of secular law incurs divine and secular punishment [Note, similar to CARNEIRO4_211]","Violation of secular legal norms automatically incurs punishment by gods during the individual’s lifetime, as well as secular punishment by a formally designated agent of the society",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_392,Warfare,Warfare for reasons beyond personal conflicts or preemptive defense,"Warfare initiated for considerations other than (or in addition to) the avenging of insults, personal injury, murder, witchcraft, the stealing of women, trespass, or forestalling an enemy attack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_393,Warfare,"Economic reasons for warfare [Note, similar to CARNEIRO4_214]","Economic considerations (e.g., territorial acquisition, the capture of booty, the taking of slaves) important in the initiation of warfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_394,Warfare,Religious reasons for warfare,"Warfare initiated in order to impose religious dogma or to make religious observances (e.g., human sacrifice)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_395,Warfare,Formal warning or declaration of war,"Formal warning, challenges, or declaration of war, including the displaying of symbols, customarily given",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_396,Warfare,"War leaders [Note, identical to CARNEIRO4_215]","Recognized war leader(s) (other than a political leader) who regularly leads the men of the society against the enemy (e.g., war chief, general)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_397,Warfare,"Professional military commanders [Note, identical to CARNEIRO4_216]","Professional military commanders (e.g., generals) who regularly lead the army in time of war",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_398,Warfare,"Professional middle-level military officials [Note, identical to CARNEIRO4_217]","Professional middle-level military officials (e.g., centurions, lieutenants, captains)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_399,Warfare,"Specially trained warriors [Note, similar to CARNEIRO4_218]",Body of specially trained or highly skilled warriors (as distinct from the rest of the fighting men),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_400,Warfare,"Standing army [Note, similar to CARNEIRO4_221]","Standing army, organized around a core of professional soldiers, and continuously maintained",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_401,Warfare,Militia,Militia: a semimilitary organization with officers who keep its units in readiness to quell uprisings or repel invasions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_402,Warfare,"Military conscription [Note, similar to CARNEIRO4_219]","Military conscription (those disinclined to fight either coerced into doing so, allowed to commute, or else subject to punishment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_403,Warfare,Military or corvée obligations fulfilled through substitutes or payments,Substitutes may be hired or commutation paid to fulfill military or corvée obligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_404,Warfare,Troops receive fixed pay,"Troops receive fixed pay (over and above, or instead of, a share of the booty)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_405,Warfare,"Mercenaries [Note, identical to CARNEIRO4_222]","Mercenaries (i.e., paid foreign troops) used in warfare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_406,Warfare,"Soldiers or officers take oath of allegiance [Note, similar to CARNEIRO4_220]",Soldiers or officers take oath of allegiance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_407,Warfare,Fighting force divided into subunits,Fighting force customarily divided into subunits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_408,Warfare,Army organized into military units,"Army organized into groups of units which are successively more inclusive (e.g., platoons, companies, regiments, divisions)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_409,Warfare,Organized war preparation drills and exercises,Organized drills or exercises carried out to prepare for war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_410,Warfare,"Differentiated military units [Note, identical to CARNEIRO4_228]","Differentiated military units (e.g., spearmen, bowmen, slingers, cavalry)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_411,Warfare,Cavalry,Cavalry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_412,Warfare,Military engineers,Military engineers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_413,Warfare,Baggage trains used to transport the army’s supplies,Baggage trains used to transport the army’s supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_414,Warfare,"Pitched battles [Note, similar to CARNEIRO4_225]","Pitched battles, involving considerable hand-to-hand fighting, initiated, in which the objective is to destroy or drive off the enemy fighting force, or capture (rather than merely raid) enemy settlements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_415,Warfare,Fighters begin battle in formation,Fighters begin battle in formation (including arrangement in a straight line),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_416,Warfare,Soldiers fight as compact units,"Soldiers fight closely aligned or as compact units, rather than as separate individuals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_417,Warfare,Formal rules governing military conducts,Formal rules governing conduct of soldiers and officers in war,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_418,Warfare,Government arsenals or armories,Arsenals or armories where government stockpiles of weapons are maintained,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_419,Warfare,Cutting or thrusting weapons used in warfare,Cutting or thrusting weapons used in warfare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_420,Warfare,"Defensive body armor [Note, similar to CARNEIRO4_224]",Defensive body armor (exclude shields and helmets),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_421,Warfare,Metal armor used in warfare,Metal armor used in warfare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_422,Warfare,"Chariots used in warfare [Note, identical to CARNEIRO4_229]",Chariots used in warfare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_423,Warfare,"Military emblems and banners [Note, identical to CARNEIRO4_227]","Emblems, banners, or special objects which serve to identify military units, or act as rallying points, are carried into battle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_424,Warfare,Musical instruments used for battle signals,"Drums, horns, trumpets, etc., used to signal commands in battle or to encourage troops (excluding the use of these instruments merely to frighten the enemy)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_425,Warfare,"Espionage [Note, similar to CARNEIRO4_223]","Espionage, by special agents who gather strategic information in foreign territory by hiding their purpose and/or identity but not their persons",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_426,Warfare,"Sieges laid to enemy fortifications [Note, identical to CARNEIRO4_231]",Sieges laid to enemy fortifications strong enough to resist immediate assault,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_427,Warfare,"Permanently garrisoned forts [Note, identical to CARNEIRO4_230]","Permanently garrisoned forts (excluding observation posts, walled towns and cities)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_428,Warfare,Battering rams,Battering rams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_429,Warfare,Assault ladders or towers used in sieges,Assault ladders or towers used in sieges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_430,Warfare,Siege ramps,Siege ramps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_431,Warfare,"Catapult-type devices used as siege engines [Note, identical to CARNEIRO4_232]",Catapult-type devices used as siege engines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_432,Warfare,"Body trophies [Note, identical to CARNEIRO4_236]","Body trophies (e.g., heads, scalps, hands) taken in war or from sacrificed prisoners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_433,Warfare,Military booty,Considerable booty taken during successful military campaigns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_434,Warfare,"Adult male war captives [Note, identical to CARNEIRO4_237]",Adult males frequently taken captive in warfare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_435,Warfare,Cannibalism of war captives,Cannibalism of war captives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_436,Warfare,"War captives regularly sacrificed to gods [Note, identical to CARNEIRO4_238]",War captives regularly sacrificed to god(s),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_437,Warfare,"War captives kept for ransom or held as hostages [Note, similar to CARNEIRO4_239]",War captives kept for ransom or held as hostages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_438,Warfare,"Special ornaments for brave or wounded warriors [Note, identical to CARNEIRO4_233]","Special ornaments, insignia, or appellations awarded for prowess or wounds received in battle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_439,Warfare,"Rewards for outstanding warriors [Note, similar to CARNEIRO4_234]","Outstanding warriors rewarded with gifts of property, women, or slaves, or appointment to official positions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_440,Warfare,"Nobility attainable through war exploits [Note, identical to CARNEIRO4_235]",Nobility or distinctly high social status attainable through war exploits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_441,Warfare,"Penalty for cowardice, desertion, or insurrection","Death, confiscation of property, or other severe punishment may be penalty for cowardice in battle, desertion, or insurrection",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_442,Warfare,Formal ceremonies to conclude inter-societal hostilities,Formal ceremonies (including the making of treaties) to conclude hostilities with other societies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_443,Warfare,Military prowess exhibited in parades or reviews,Military parades or reviews in which military skill and prowess are exhibited (excluding celebrations held for returning warriors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_444,Warfare,"Territory of vanquished enemy annexed [Note, identical to CARNEIRO4_240]",Territory of vanquished enemy annexed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_445,Warfare,"Vanquished enemies subjugated and controlled [Note, identical to CARNEIRO4_241]",Peoples of vanquished enemy subjugated and held under effective control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_446,Warfare,"Defeated political leaders pledge allegiance to conquerors [Note, similar to CARNEIRO4_242]",Defeated political leader(s) or his relative(s) retained in authority over his territory on pledge of allegiance to conquerors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_447,Warfare,Indemnities exacted from defeated enemies,Indemnities or reparations (as distinct from tribute) exacted from defeated enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_448,Warfare,Permanent settlements built in conquered territory,Permanent settlements built in conquered territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_449,Religion,Supernatural beings intervening for supplicants,Supernatural being(s) who currently intervenes for the benefit of suppliants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_450,Religion,Ancestral spirits propitiated and invoked,Ancestral spirits propitiated and invoked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_451,Religion,"Gods [Note, similar to CARNEIRO4_245]","God(s): specifically personified supernatural being(s) (not impersonal force) who is not particular to locations or to kinship segments (exclude, e.g., ancestral, guardian, and other personal spirits), to whom prayers are directed and who intervenes for the benefit of the society or its members",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_452,Religion,"Sun god [Note, identical to CARNEIRO4_249]","Sun god worshipped (i.e., propitiated and invoked)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_453,Religion,"God of war [Note, similar to CARNEIRO4_244]",God of war (not necessarily connected exclusively with war) worshipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_454,Religion,"Lawgiver god [Note, similar to CARNEIRO4_248]","Lawgiver god, who on more than one occasion has enunciated extensive rules for governing human conduct, worshipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_455,Religion,"Patron gods or saints [Note, similar to CARNEIRO4_246]","Patron gods or saints (not including guardian spirits), who afford protection to groups of individuals engaged in particular occupations or activities (e.g., god of merchants, god of hunters, god of travelers, god of blacksmiths, god of war)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_456,Religion,"Pantheon of gods [Note, identical to CARNEIRO4_250]","Pantheon of gods worshipped (propitiated and invoked); (applies only to differentiated gods who actively control spheres of life or nature, e.g., rain god, war god, fire god, fertility goddess, love goddess)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_457,Religion,"Paramount god in the pantheon [Note, identical to CARNEIRO4_251]",One god in the pantheon of differentiated gods worshipped as paramount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_458,Religion,Life and death affects the afterlife,Manner of living or dying affects the status or condition of the soul after death,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_459,Religion,"Offerings [Note, similar to CARNEIRO4_253]",Offerings (including libations and sacrifices),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_460,Religion,Libations,"Libations: the ritual pouring, sprinkling, or drinking of a liquid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_461,Religion,Animal sacrifices,Animal sacrifices directed to supernatural beings to placate them or gain their favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_462,Religion,"Human sacrifice [Note, identical to CARNEIRO4_254]",Human sacrifice directed to supernatural beings to placate them or gain their favor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_463,Religion,Private worship of supernatural beings,"Private worship of supernatural beings through personally owned (rather than societally maintained) idols, altars, or shrines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_464,Religion,Priests perform private ceremonies for payment,Private ceremonies or sacrifices performed by priests (not shamans or medicine men) on behalf of individuals for payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
